ID (frame),Elapsed Time,Angle left eye,Angle right eye,Block seen,Reaction time block,On Target
435,0.01656423,40.23381,39.20536,,,Looking at Target
436,0.01717385,40.18367,39.19047,,,Looking at Target
437,0.01595938,40.16404,39.13973,,,Looking at Target
438,0.01750187,40.11308,39.13644,,,Looking at Target
439,0.01596075,39.80415,38.8134,,,Looking at Target
440,0.01697178,39.46271,38.61119,,,Looking at Target
441,0.01583275,39.37094,38.56608,,,Looking at Target
442,0.01661474,39.33569,38.41273,,,Looking at Target
443,0.01697417,39.31887,38.43318,,,Looking at Target
444,0.01611025,39.27982,38.44936,,,Looking at Target
445,0.0165673,39.24813,38.44035,,,Looking at Target
446,0.01656662,39.23962,38.42844,,,Looking at Target
447,0.01666219,39.22309,38.35677,,,Looking at Target
448,0.01647138,39.21887,38.29754,,,Looking at Target
449,0.01696393,39.22866,38.27564,,,Looking at Target
450,0.0161693,39.24423,38.25613,,,Looking at Target
451,0.01727318,39.26855,38.23915,,,Looking at Target
452,0.01597679,39.27889,38.24566,,,Looking at Target
453,0.01697314,39.2767,38.24544,,,Looking at Target
454,0.01604404,39.27877,38.26169,,,Looking at Target
455,0.01691443,39.28293,38.27414,,,Looking at Target
456,0.01621846,39.28592,38.30072,,,Looking at Target
457,0.01672807,39.28842,38.30226,TRUE,0,Looking at Target
458,0.01646114,39.28652,38.29356,,,Not looking at Target
459,0.01651132,39.26975,38.25675,,,Not looking at Target
460,0.01656627,39.24684,38.28098,,,Not looking at Target
461,0.0165673,39.23811,38.30568,,,Not looking at Target
462,0.01656593,39.2345,38.34562,,,Not looking at Target
463,0.01656662,39.2302,38.34974,,,Not looking at Target
464,0.01656593,39.21995,38.33721,,,Not looking at Target
465,0.01697007,39.19837,38.30732,,,Not looking at Target
466,0.0164847,39.17013,38.27534,,,Not looking at Target
467,0.01624508,39.15459,38.23938,,,Not looking at Target
468,0.01670281,39.14603,38.21704,,,Not looking at Target
469,0.0164608,39.15199,38.21639,,,Not looking at Target
470,0.01653726,39.15958,38.18837,,,Not looking at Target
471,0.01693935,39.1622,38.18467,,,Not looking at Target
472,0.01619388,39.13649,38.19137,,,Not looking at Target
473,0.01656627,39.13122,38.20283,,,Not looking at Target
474,0.01656696,39.12716,38.15741,,,Not looking at Target
475,0.01656696,41.84479,42.38494,,,Not looking at Target
476,0.01656662,46.27348,50.06963,,,Not looking at Target
477,0.01656832,45.78366,57.54567,,,Not looking at Target
478,0.01656593,eye closed,eye closed,,,Not looking at Target
479,0.01668745,eye closed,eye closed,,,Not looking at Target
480,0.01746808,eye closed,eye closed,,,Not looking at Target
481,0.01554364,eye closed,76.50286,,,Looking at Target
482,0.0165673,69.34029,74.69118,,,Looking at Target
483,0.01679087,69.27469,72.56781,,,Looking at Target
484,0.01648913,69.12533,72.50604,,,Looking at Target
485,0.01697144,69.10423,72.49227,,,Looking at Target
486,0.01645944,69.10307,72.41522,,,Looking at Target
487,0.01647787,69.10519,72.01534,,,Looking at Target
488,0.01621026,69.1284,71.53958,,,Looking at Target
489,0.0167424,69.08369,71.44177,,,Not looking at Target
490,0.01639117,69.04531,71.35349,,,Not looking at Target
491,0.01656696,68.97769,71.26804,,,Not looking at Target
492,0.01656764,68.92458,71.12145,,,Not looking at Target
493,0.01687348,68.8831,71.05571,,,Not looking at Target
494,0.01647275,68.8931,70.99887,,,Not looking at Target
495,0.01647309,68.86526,70.98785,,,Not looking at Target
496,0.01644647,68.84324,70.97105,,,Not looking at Target
497,0.01656662,68.82219,70.99085,,,Not looking at Target
498,0.01656627,68.75017,70.99724,,,Not looking at Target
499,0.01656593,68.06323,69.2302,,,Not looking at Target
500,0.01656798,67.15812,67.64577,,,Not looking at Target
