ID (frame),Elapsed Time,Angle left eye,Angle right eye,Block seen,Reaction time block,On Target
373,0.02623594,52.80943,57.84769,,,
374,0.02122141,52.6195,57.51186,,,
375,0.02689438,52.48525,57.2315,,,
376,0.02821807,52.49472,57.16574,,,
377,0.02766545,52.55131,57.23489,,,
378,0.02454771,52.55692,57.292,,,
379,0.02383261,63.72606,67.98163,,,
380,0.02921886,71.24104,72.74454,,,
381,0.0265312,70.71517,72.39687,,,
382,0.02543859,70.11917,72.18877,,,
383,0.02356603,69.40773,71.92483,,,
384,0.03379717,68.89042,71.5902,,,
385,0.02655475,67.34735,70.75356,,,
386,0.02625369,66.91351,70.18191,,,
387,0.02593762,66.28527,69.60709,,,
388,0.02347455,65.77397,68.72168,,,
389,0.02764907,65.29567,68.23196,,,
390,0.02601339,64.89764,67.89904,,,
391,0.0268582,65.11722,67.92805,,,
392,0.02656738,65.73904,68.22613,,,
393,0.02247752,64.85621,65.69841,,,
394,0.02595195,63.46537,63.31977,,,
395,0.02645679,66.10571,65.0143,,,
396,0.02563929,68.41909,67.40915,,,
397,0.02793784,71.0584,70.23207,,,
398,0.02973291,73.89139,73.12165,,,
399,0.030263,76.93943,76.60592,,,
400,0.06015122,78.7868,80.1843,,,
401,0.02608849,79.40646,80.85286,,,
402,0.02879458,78.90228,80.0426,,,
403,0.02076402,76.62768,78.62685,,,
404,0.02598404,74.15226,75.77016,,,
405,0.02949056,69.89441,69.76982,,,
406,0.02922808,54.65092,54.89124,,,
407,0.02483682,47.06276,45.72949,,,
408,0.0222338,46.98158,46.0062,,,
409,0.0330715,51.52662,51.67547,,,
410,0.02746406,56.00685,58.53328,,,
411,0.02562052,59.5035,62.35114,,,
412,0.02540548,61.40656,64.96464,,,
413,0.02362815,63.10049,66.61785,,,
414,0.02545292,64.58894,68.06581,,,
415,0.02795422,66.64553,70.16034,,,
416,0.02564475,68.15202,71.80468,,,
417,0.02061383,68.90404,72.90949,,,
418,0.02553416,69.97497,73.7512,,,
419,0.02674795,70.86623,74.40884,,,
420,0.02612808,71.42054,75.01215,,,
421,0.02136545,71.42972,75.16663,,,
422,0.03188365,70.94867,74.82362,,,
423,0.02884612,70.16488,73.79593,,,
424,0.02690223,69.0724,72.78,,,
425,0.02822524,67.61266,71.6885,,,
426,0.02721011,66.53795,70.4766,,,
427,0.02379711,65.24984,68.88779,,,
428,0.02656567,64.24957,67.60799,,,
429,0.02598472,63.81109,66.90725,,,
430,0.02581542,63.88023,67.41528,,,
431,0.02294446,65.20668,68.10919,,,
432,0.02416644,66.70353,69.448,,,
433,0.02499485,67.32597,70.1783,,,
434,0.0289533,72.47243,75.78318,,,
435,0.02081932,78.36241,83.73509,,,
436,0.03657017,80.08154,85.65228,,,
437,0.02544507,79.61736,84.52546,,,
438,0.06397655,78.12466,82.57787,,,
439,0.02667285,76.55139,80.59519,,,
440,0.02648375,76.05888,79.941,,,
441,0.0241306,75.74937,79.86427,,,
442,0.02725858,75.61145,79.68263,,,
443,0.02639774,75.68189,79.7546,,,
444,0.02631582,75.91051,79.839,,,
445,0.02555771,76.24761,80.02499,,,
446,0.02237785,76.94021,80.31781,,,
447,0.02713741,77.87514,81.18133,,,
448,0.03409618,79.24084,82.32378,,,
449,0.03141842,80.56861,83.57564,,,
450,0.02621785,81.43975,84.39402,,,
451,0.02740297,81.79568,84.60293,,,
452,0.02533687,81.89406,84.57818,,,
453,0.02600862,81.8423,84.7112,,,
454,0.02657864,81.80235,84.86747,,,
455,0.02582464,81.63191,84.66027,,,
456,0.02704866,81.27566,84.24023,,,
457,0.02289907,80.93062,83.4753,,,
458,0.02613969,80.17803,82.17944,,,
459,0.02490235,83.25715,84.56217,,,
460,0.02723708,93.63914,94.39062,,,
461,0.02794432,96.39102,96.31001,,,
462,0.0308163,100.5771,99.55151,,,
463,0.02657694,100.6657,99.85796,,,
464,0.02742549,eye closed,eye closed,,,
465,0.02651413,eye closed,eye closed,,,
466,0.02749205,eye closed,96.06566,,,
467,0.02399953,eye closed,96.37453,,,
468,0.02727223,96.41818,95.77596,,,
469,0.02727326,95.05431,94.6629,,,
470,0.02724356,93.62576,93.77862,,,
471,0.02780096,92.28648,92.56035,,,
472,0.0234097,91.33978,91.64061,,,
473,0.02587174,90.41878,90.78067,,,
474,0.02705549,89.43938,89.85027,,,
475,0.03055586,88.67636,89.13712,,,
476,0.07305534,87.79691,88.68259,,,
477,0.02784158,87.02451,87.90098,,,
478,0.02766238,86.62154,87.60313,,,
479,0.02817677,86.09193,86.98255,,,
480,0.0281027,85.77203,86.68349,,,
481,0.02636872,85.52372,86.53697,,,
482,0.02662097,85.10693,86.36651,,,
483,0.0289789,84.40396,85.66065,,,
484,0.02996365,83.57642,85.01645,,,
485,0.02886114,82.45274,84.19424,,,
486,0.03152013,80.75601,82.90359,,,
487,0.02764156,79.31767,80.61003,,,
488,0.02830852,77.61292,78.60011,,,
489,0.02776785,76.25513,77.11066,,,
490,0.028272,74.9632,75.96365,,,
491,0.02490201,71.78008,73.32837,,,
492,0.02165866,69.24587,70.91443,,,
493,0.02530991,68.52998,70.12767,,,
494,0.02694319,68.12165,69.70583,,,
495,0.0271002,67.75584,69.28002,,,
496,0.02258845,67.49376,69.0881,,,
497,0.0265056,67.41745,68.94747,,,
498,0.02766101,67.43373,68.85787,,,
499,0.03171299,67.34842,68.78608,,,
500,0.02740501,67.33681,68.77216,,,
501,0.02858432,67.23064,68.79785,,,
502,0.02143577,67.15554,68.84327,,,
503,0.02509964,67.09478,68.81792,,,
504,0.026082,67.08911,68.85096,,,
505,0.02566865,67.04324,68.84693,,,
506,0.02158322,62.37342,66.6645,,,
507,0.0264387,62.76962,64.96028,,,
508,0.0251092,63.39865,65.1324,,,
509,0.03011486,63.53214,65.21869,,,
510,0.02472145,63.76229,65.50398,,,
511,0.0253891,64.36575,66.07987,,,
512,0.03158806,64.98904,66.55843,,,
513,0.02858364,65.86881,67.70818,,,
514,0.04994465,66.6136,68.64619,,,
515,0.02855497,66.72337,68.80367,,,
516,0.02921476,66.79105,68.8361,,,
517,0.02617621,66.78764,68.80872,,,
518,0.02863211,66.74368,68.86561,,,
519,0.02709645,66.86458,68.98736,,,
520,0.02194367,67.09013,69.19655,,,
521,0.02713536,67.39268,69.5593,,,
522,0.02552358,67.70764,69.78143,,,
523,0.02669982,68.06062,70.0965,,,
524,0.02162555,68.28837,70.33563,,,
525,0.0322086,68.6701,70.65796,,,
526,0.02690462,68.89167,70.88823,,,
